reputation,opportunities,safety,happiness,internet,location,facilities,clubs,food,social,school_id
2,2,0,1,2,2,3,2,1,2,hp
3,2,0,3,2,2,2,2,2,2,hp
4,3,0,5,3,2,3,4,3,3,hp
1,1,0,1,1,1,1,1,1,1,hp
5,4,0,3,1,4,3,2,1,2,hp
3,2,0,3,1,1,2,2,1,2,hp
2,1,0,1,2,3,3,1,2,1,hp
1,1,0,1,1,1,1,1,1,1,hp
1,1,0,1,1,1,1,1,1,1,hp
1,1,0,1,1,1,1,1,1,1,hp
1,1,0,1,1,1,1,1,1,1,hp
1,2,0,1,1,1,2,2,1,1,hp
3,3,0,5,4,4,3,2,1,3,hp
3,3,0,5,4,4,3,2,1,3,hp
5,5,0,5,5,5,5,5,5,5,hp
3,3,0,5,3,3,3,3,3,3,hp
4,4,0,5,5,5,5,4,4,3,hp
3,3,0,3,1,1,3,3,3,3,hp
5,5,0,5,3,5,5,5,3,5,hp
3,1,0,5,5,3,4,4,5,4,hp
3,3,0,3,4,2,4,4,3,3,hp
4,4,0,5,4,4,4,4,4,4,hp
4,5,0,5,4,4,5,4,5,4,hp
4,3,0,5,3,4,4,4,4,4,hp
4,4,0,5,2,3,5,4,5,4,hp
2,1,0,3,2,3,2,2,3,3,hp
5,4,0,5,3,5,5,5,5,5,hp
5,4,0,5,2,3,2,3,1,3,hp
3,4,0,5,4,2,5,4,5,5,hp
3,2,0,1,1,2,1,1,1,1,hp
5,4,0,5,4,3,3,4,3,4,hp
5,5,0,5,5,5,5,5,5,5,hp
1,1,0,1,3,1,1,3,1,3,hp
1,5,0,3,1,1,1,1,1,1,hp
5,5,0,5,5,5,5,5,5,5,hp
1,3,0,1,1,2,1,1,1,1,hp
2,3,0,3,3,3,2,3,2,3,hp
5,2,0,3,1,2,1,1,2,1,hp
2,2,0,3,2,1,3,1,1,3,hp
5,5,0,5,5,5,5,5,5,5,hp
5,5,0,5,4,5,4,4,4,3,hp
4,5,0,5,5,4,5,4,4,4,hp
4,3,0,5,4,4,2,2,1,2,hp
4,5,0,5,5,3,4,3,2,3,hp
3,3,0,5,3,3,3,3,3,3,hp
4,4,0,5,5,5,5,4,5,4,hp
3,4,0,5,3,3,3,3,3,4,hp
4,2,4,2,4,5,5,1,5,1,ocad
3,3,4,2,2,5,2,1,1,1,ocad
4,3,4,2,2,4,3,2,2,2,ocad
5,5,4,5,3,5,5,3,5,5,ocad
5,5,5,5,4,5,5,3,3,4,ocad
3,1,2,1,1,5,1,1,1,1,ocad
5,5,4,5,5,5,5,2,3,5,ocad
5,4,5,5,5,5,3,3,5,4,ocad
3,2,3,3,3,5,2,2,5,1,ocad
5,5,5,5,5,5,5,5,5,5,ocad
3,2,4,4,3,3,2,1,5,2,ocad
2,2,3,2,4,2,1,4,4,4,ocad
3,1,4,1,4,2,2,1,2,1,ocad
5,4,5,4,5,5,5,3,5,2,ocad
2,1,2,1,2,5,1,1,1,1,ocad
3,2,2,1,2,5,1,1,1,1,ocad
3,3,2,1,3,4,3,2,3,2,ocad
3,2,1,3,4,4,2,2,2,3,ocad
4,3,2,1,3,5,1,1,1,1,ocad
3,2,4,3,4,4,3,1,5,2,ocad
1,1,1,1,1,1,1,1,5,1,ocad
1,1,1,1,1,1,1,1,1,1,ocad
2,3,4,1,3,5,2,2,1,1,ocad
4,4,4,4,4,4,4,4,4,4,ocad
5,5,5,5,5,5,5,5,5,5,ocad
4,4,5,4,4,5,4,1,1,4,ocad
3,3,5,3,3,3,3,2,3,3,ocad
4,3,4,4,4,4,3,3,3,2,ocad
4,3,4,3,4,5,3,3,3,3,ocad
4,3,2,2,4,3,2,2,2,3,ocad
2,2,3,1,3,4,2,1,4,2,ocad
4,4,3,2,5,5,3,1,1,1,ocad
2,2,3,3,5,5,2,2,3,3,ocad
3,1,2,2,4,5,2,1,5,1,ocad
3,3,3,3,3,3,2,1,3,1,ocad
3,3,3,3,3,3,3,3,3,3,ocad
4,4,3,3,3,5,3,3,4,3,ocad
1,1,3,1,2,4,1,1,1,1,ocad
3,2,3,3,4,4,2,1,2,2,ocad
4,3,3,2,3,4,2,1,2,1,ocad
1,2,2,1,2,3,1,1,1,1,ocad
3,3,4,3,3,4,2,1,3,3,ocad
1,1,1,1,3,4,1,1,1,1,ocad
3,3,4,3,4,5,4,3,3,3,ocad
3,3,5,4,5,5,2,3,4,4,ocad
4,4,4,3,5,4,3,2,4,3,ocad
5,4,4,4,2,5,2,2,2,1,ocad
4,3,3,3,4,5,2,1,1,1,ocad
2,1,2,1,2,3,1,1,1,1,ocad
3,1,4,2,3,4,2,1,3,2,ocad
5,3,4,3,5,5,1,3,3,2,ocad
4,3,5,3,4,4,2,1,3,3,ocad
1,1,2,1,3,5,1,1,1,1,ocad
2,2,3,1,3,4,1,1,3,1,ocad
1,1,2,1,1,4,1,1,1,1,ocad
2,1,2,1,2,5,1,1,2,1,ocad
4,3,4,4,3,5,3,2,5,2,ocad
3,3,2,2,3,5,2,1,4,2,ocad
4,5,3,4,5,4,4,1,3,3,ocad
4,3,4,3,4,5,2,1,4,2,ocad
2,2,3,2,3,3,3,2,3,1,ocad
5,5,5,5,5,5,5,5,5,5,ocad
1,1,1,1,1,1,1,1,1,1,ocad
1,1,3,1,3,1,1,1,1,1,ocad
3,2,4,2,3,4,2,2,3,1,ocad
1,1,2,1,2,4,1,1,1,1,ocad
3,3,3,3,4,4,3,3,2,4,ocad
4,5,5,3,4,5,3,2,1,3,ocad
3,1,2,1,2,5,1,1,2,1,ocad
4,3,4,4,3,4,2,3,3,3,ocad
4,3,4,4,4,5,3,3,2,3,ocad
4,2,4,3,5,4,3,1,3,1,ocad
2,3,0,1,4,4,2,1,3,2,ocad
4,3,0,4,3,5,2,1,3,2,ocad
4,3,0,3,3,4,2,1,4,4,ocad
3,2,0,2,1,3,3,1,1,1,ocad
4,4,0,5,5,5,3,2,4,3,ocad
5,5,0,5,5,5,5,5,5,5,ocad
4,3,0,3,3,4,2,1,3,1,ocad
3,3,0,3,5,5,4,1,1,1,ocad
3,1,0,1,4,3,2,1,3,1,ocad
1,2,0,1,2,3,2,3,4,2,ocad
4,3,0,4,3,5,3,3,4,3,ocad
5,3,0,5,3,5,3,3,4,4,ocad
2,3,0,3,3,5,3,3,4,3,ocad
4,1,0,1,3,4,2,4,3,3,ocad
5,4,0,4,5,5,3,3,3,3,ocad
5,5,0,5,4,5,4,4,5,5,ocad
2,2,0,1,2,2,1,1,2,2,ocad
4,2,0,1,1,3,3,1,3,1,ocad
5,5,0,3,3,5,4,1,2,1,ocad
3,2,0,2,3,3,2,1,3,2,ocad
4,1,0,1,3,3,1,1,3,1,ocad
2,1,0,1,4,5,2,1,2,1,ocad
5,2,0,3,4,4,3,1,3,3,ocad
2,1,0,1,2,4,2,1,1,1,ocad
4,3,0,3,5,5,4,2,4,1,ocad
3,2,0,2,4,3,2,1,2,2,ocad
3,2,0,2,3,4,3,2,2,1,ocad
2,3,0,1,3,4,2,1,2,1,ocad
1,1,0,1,4,5,4,4,3,3,ocad
5,3,0,5,4,5,4,4,5,3,ocad
5,4,0,5,4,5,4,3,5,4,ocad
1,1,0,1,2,5,2,1,1,1,ocad
3,1,0,1,3,4,2,1,1,2,ocad
3,1,0,3,4,2,2,3,4,2,ocad
1,2,0,1,3,4,2,1,1,1,ocad
1,1,0,1,3,5,2,2,1,2,ocad
1,1,0,1,2,3,2,1,1,1,ocad
4,3,0,5,4,4,4,4,3,4,ocad
4,4,0,5,2,5,4,2,2,2,ocad
3,3,0,5,4,3,2,2,2,2,ocad
3,2,0,3,3,2,3,2,3,2,ocad
3,3,0,5,4,5,3,1,3,1,ocad
4,3,0,5,4,4,4,4,4,3,ocad
5,3,0,5,5,5,5,2,5,2,ocad
5,5,0,5,5,5,4,2,5,1,ocad
5,3,0,5,5,5,3,4,3,5,ocad
1,1,0,1,2,1,2,1,1,1,ocad
5,3,0,3,5,3,3,1,2,1,ocad
2,2,0,3,4,3,3,4,5,5,ocad
4,5,0,5,5,5,3,2,4,2,ocad
5,4,0,5,5,5,3,2,4,2,ocad
5,3,0,5,5,5,4,2,1,3,ocad
4,3,0,5,4,4,3,1,3,1,ocad
5,5,0,5,5,5,5,5,5,5,ocad
4,2,0,5,4,4,2,4,3,1,ocad
2,1,0,1,4,4,2,2,2,2,ocad
5,5,0,5,5,5,5,5,5,5,ocad
5,5,0,5,5,5,5,3,5,3,ocad
3,4,0,5,3,4,2,1,3,1,ocad
1,1,0,1,3,4,2,3,2,3,ocad
5,2,0,1,4,4,3,2,3,2,ocad
5,4,0,5,3,5,4,2,3,2,ocad
3,3,0,5,4,4,3,2,2,2,ocad
4,4,3,4,4,4,3,3,4,4,tmu
3,4,4,3,2,4,4,4,2,4,tmu
4,4,3,3,5,5,4,3,2,3,tmu
2,2,4,2,5,4,2,2,4,1,tmu
4,4,3,5,5,5,5,4,5,5,tmu
3,5,3,4,3,3,3,4,4,3,tmu
2,4,1,2,4,3,2,2,2,2,tmu
5,5,5,5,5,5,5,5,5,5,tmu
3,4,1,2,3,4,2,2,3,1,tmu
2,5,1,3,5,4,4,4,3,3,tmu
2,3,2,4,5,3,4,3,5,5,tmu
2,2,3,3,3,3,2,2,2,4,tmu
1,5,1,5,4,4,3,4,5,4,tmu
3,5,2,5,5,5,4,4,4,5,tmu
2,4,2,2,3,2,2,2,3,1,tmu
5,5,3,5,4,4,5,4,4,5,tmu
4,4,4,3,5,3,3,3,2,3,tmu
5,5,5,5,5,5,5,5,5,5,tmu
1,1,1,2,1,1,1,3,3,3,tmu
2,1,2,1,4,3,2,2,5,2,tmu
4,4,2,3,3,4,3,3,3,4,tmu
4,3,1,4,4,3,3,3,5,4,tmu
2,3,1,1,2,5,2,3,5,2,tmu
4,5,4,5,5,5,4,4,3,5,tmu
3,5,3,5,4,5,4,3,3,5,tmu
3,3,1,2,3,3,3,2,3,3,tmu
3,4,1,2,5,2,2,1,2,4,tmu
4,4,2,2,5,3,2,2,2,2,tmu
2,2,2,2,3,3,2,3,2,3,tmu
1,1,1,1,1,1,1,1,1,1,tmu
1,1,1,1,1,1,1,1,1,1,tmu
1,1,1,1,2,1,1,1,1,1,tmu
4,5,1,5,5,4,5,5,5,5,tmu
4,4,3,4,5,4,4,3,3,4,tmu
5,5,4,5,5,4,5,5,5,5,tmu
3,2,1,1,3,4,2,2,5,2,tmu
5,5,2,5,5,2,3,4,2,4,tmu
4,5,3,5,5,5,4,3,4,4,tmu
4,5,2,5,4,5,3,5,5,5,tmu
4,2,1,1,3,5,2,1,1,1,tmu
3,4,3,4,5,5,5,3,5,4,tmu
4,3,3,3,5,2,4,4,4,3,tmu
3,4,5,4,5,4,4,4,4,3,tmu
3,4,3,3,4,5,4,3,2,4,tmu
4,5,3,5,5,3,5,4,5,5,tmu
3,3,3,1,4,3,2,1,3,1,tmu
4,5,2,4,5,5,5,5,4,3,tmu
3,3,1,3,5,5,3,2,5,1,tmu
4,5,2,4,5,4,4,4,5,2,tmu
2,4,1,3,5,4,2,1,2,3,tmu
5,5,3,5,5,5,4,5,3,5,tmu
4,4,4,4,5,5,4,3,5,4,tmu
3,4,1,4,5,5,3,2,3,3,tmu
3,3,2,3,5,4,5,4,4,5,tmu
4,3,2,3,5,5,4,3,3,4,tmu
2,2,1,2,5,1,2,1,2,1,tmu
1,1,1,1,1,3,1,1,1,2,tmu
3,2,2,3,4,4,3,3,3,4,tmu
3,3,1,3,5,5,4,3,4,4,tmu
4,5,2,4,5,4,4,4,4,3,tmu
1,3,1,1,4,4,2,1,2,1,tmu
5,5,4,3,5,5,5,4,5,5,tmu
3,4,1,3,5,3,4,2,4,2,tmu
4,4,1,4,5,5,5,4,4,4,tmu
4,5,3,5,5,5,5,5,5,5,tmu
5,5,2,5,4,5,5,5,5,5,tmu
4,3,4,3,4,3,2,4,2,3,tmu
3,3,1,1,4,4,3,3,1,1,tmu
3,3,1,3,4,3,3,4,4,3,tmu
1,1,1,1,1,1,1,1,1,1,tmu
3,3,2,2,2,3,2,2,1,2,tmu
4,5,4,5,5,5,5,4,5,5,tmu
3,2,2,2,4,4,2,1,4,1,tmu
3,4,2,4,4,3,4,5,3,3,tmu
5,5,4,4,5,5,5,5,5,4,tmu
2,5,4,3,4,3,4,5,5,3,tmu
3,4,2,3,4,3,3,3,3,3,tmu
4,4,5,5,4,5,4,4,4,4,tmu
3,4,1,4,5,2,4,4,3,4,tmu
3,3,3,4,4,5,3,3,3,4,tmu
3,4,1,3,4,4,4,3,4,3,tmu
4,4,3,3,4,5,3,2,2,1,tmu
5,5,5,5,5,5,5,5,5,5,tmu
5,4,3,5,4,4,4,4,4,5,tmu
5,4,3,4,4,4,3,4,4,4,tmu
5,4,3,4,5,4,4,4,4,4,tmu
2,1,1,1,2,1,1,2,4,1,tmu
3,4,2,4,5,5,4,3,3,3,tmu
2,4,2,5,5,4,4,5,3,4,tmu
1,1,1,1,5,3,1,1,1,3,tmu
3,4,3,3,4,4,4,4,5,3,tmu
3,3,2,4,4,4,3,3,4,4,tmu
3,2,1,2,4,1,3,3,3,3,tmu
1,2,2,1,4,2,1,2,2,1,tmu
2,3,1,3,4,3,3,2,3,2,tmu
3,1,4,1,3,1,1,2,3,1,tmu
2,4,3,4,5,5,3,5,5,4,tmu
1,3,2,1,4,5,2,1,1,1,tmu
3,5,2,5,5,4,4,5,5,3,tmu
5,5,5,5,5,5,5,4,5,4,tmu
4,4,4,4,5,4,4,5,5,4,tmu
3,5,1,3,4,5,3,4,4,3,tmu
3,4,2,3,4,4,3,3,3,3,tmu
2,4,1,1,2,2,2,4,3,4,tmu
3,2,2,2,3,3,3,3,3,3,tmu
5,5,1,5,5,5,5,5,5,5,tmu
3,5,5,5,1,5,4,5,4,5,tmu
5,5,5,5,5,5,5,5,5,5,tmu
5,5,3,5,5,3,3,3,3,1,tmu
3,4,1,4,3,4,4,3,4,2,tmu
3,2,3,3,4,2,3,2,3,1,tmu
3,4,1,2,3,3,1,2,5,1,tmu
1,2,1,1,3,1,2,2,3,1,tmu
3,3,2,3,5,4,3,4,4,4,tmu
2,4,1,1,1,1,1,3,2,3,tmu
4,4,3,4,4,4,3,3,4,3,tmu
3,3,2,3,5,3,2,1,4,2,tmu
3,4,4,4,5,5,3,3,5,3,tmu
4,5,2,5,4,5,2,5,5,5,tmu
2,1,2,1,2,3,3,2,2,1,tmu
3,4,2,3,4,3,2,2,4,2,tmu
5,4,2,5,5,5,5,4,5,5,tmu
5,5,2,5,5,4,5,4,3,3,tmu
3,4,3,5,4,5,4,4,5,3,tmu
2,2,1,4,4,5,1,3,5,4,tmu
3,4,3,5,4,5,3,5,5,3,tmu
2,2,2,2,4,4,2,2,4,1,tmu
2,3,3,3,4,3,4,4,4,2,tmu
5,5,5,5,5,5,5,5,5,5,tmu
2,3,4,4,4,4,3,4,3,3,tmu
2,3,2,2,4,4,3,3,5,2,tmu
4,3,4,4,3,4,3,3,3,3,tmu
1,2,1,1,1,5,1,1,1,1,tmu
4,4,3,4,5,5,5,4,5,5,tmu
4,4,3,4,4,5,4,4,4,5,tmu
5,5,4,5,5,5,5,5,5,5,tmu
2,4,3,3,4,4,4,3,4,3,tmu
4,4,5,5,4,4,4,4,4,4,tmu
4,4,3,5,5,4,5,5,5,5,tmu
2,2,3,1,2,3,2,1,4,2,tmu
3,4,2,2,4,2,2,2,3,3,tmu
5,5,3,5,4,5,4,4,5,5,tmu
5,5,3,5,5,5,5,3,2,5,tmu
4,4,5,4,3,5,4,4,5,4,tmu
3,5,4,4,5,5,5,2,4,4,tmu
4,4,3,5,5,5,3,3,5,4,tmu
2,2,3,1,4,2,2,2,3,1,tmu
4,4,3,5,4,5,4,4,4,5,tmu
5,5,3,5,5,5,5,5,5,5,tmu
3,4,3,5,5,5,5,3,5,3,tmu
5,5,3,5,5,5,4,3,5,4,tmu
2,3,5,2,3,4,3,2,1,1,yu_g
3,4,5,4,2,5,2,3,1,4,yu_g
4,4,5,3,4,3,4,3,1,2,yu_g
4,5,5,4,4,4,3,3,1,2,yu_g
5,4,5,5,2,5,2,4,2,3,yu_g
3,3,4,3,1,4,2,4,3,2,yu_g
4,3,4,4,4,4,4,3,4,3,yu_g
3,3,5,4,4,4,3,1,2,2,yu_g
4,5,5,4,5,2,3,3,1,3,yu_g
5,5,4,4,5,4,5,3,4,4,yu_g
5,5,5,5,5,5,5,2,2,2,yu_g
3,2,5,3,5,4,3,2,3,3,yu_g
3,2,4,3,3,3,2,3,1,2,yu_g
1,3,4,5,4,4,4,2,1,4,yu_g
1,1,3,1,3,5,1,1,1,1,yu_g
3,1,5,1,3,1,1,1,1,1,yu_g
1,1,4,1,5,1,1,1,1,1,yu_g
1,1,4,1,3,1,1,1,1,1,yu_g
3,3,5,2,4,2,2,1,1,1,yu_g
5,5,5,5,5,5,5,5,3,5,yu_g
4,4,4,5,4,4,4,3,3,5,yu_g
4,5,5,5,4,5,4,5,3,4,yu_g
5,3,5,4,5,4,3,3,3,3,yu_g
1,1,1,1,1,1,1,1,1,1,yu_g
1,1,5,1,3,2,1,1,2,1,yu_g
5,5,5,5,4,5,4,5,1,5,yu_g
1,1,5,1,3,1,1,1,1,1,yu_g
1,1,4,1,3,1,1,1,1,1,yu_g
1,1,4,1,3,1,1,1,1,1,yu_g
1,1,4,1,3,1,1,1,1,1,yu_g
1,1,5,1,3,1,1,1,1,1,yu_g
1,1,5,1,3,1,1,1,1,1,yu_g
1,1,5,1,3,1,1,1,1,1,yu_g
1,1,5,1,3,1,1,1,1,1,yu_g
3,3,4,3,4,4,2,3,2,3,yu_g
4,3,4,5,2,2,4,4,1,4,yu_g
3,3,4,5,4,4,2,3,3,3,yu_g
1,1,4,1,3,2,1,1,1,1,yu_g
3,3,5,3,4,3,2,3,1,1,yu_g
4,3,4,5,4,5,3,4,3,4,yu_g
4,3,5,5,5,4,4,4,2,5,yu_g
4,3,5,5,3,3,3,3,1,5,yu_g
2,1,4,1,2,2,3,1,1,1,yu_g
2,2,5,1,3,3,3,1,1,1,yu_g
4,3,5,5,3,4,4,4,1,5,yu_g
4,4,4,4,4,5,3,3,1,4,yu_g
4,2,4,2,5,3,2,2,1,1,yu_g
2,2,5,1,3,2,3,1,1,1,yu_g
3,2,5,2,4,4,3,1,1,1,yu_g
3,3,5,2,4,4,4,1,1,1,yu_g
3,4,5,5,5,4,3,2,1,3,yu_g
3,2,5,2,2,3,2,3,1,3,yu_g
3,3,4,4,3,2,3,4,1,3,yu_g
4,3,5,5,3,4,3,4,3,4,yu_g
4,3,3,3,2,3,2,3,2,3,yu_g
3,4,5,4,4,3,5,5,1,5,yu_g
3,2,4,2,3,4,2,1,1,2,yu_g
4,3,5,5,5,4,5,3,1,5,yu_g
2,4,5,3,3,4,3,4,1,5,yu_g
4,3,0,5,5,3,4,3,2,4,yu_g
4,5,0,5,3,4,5,4,1,4,yu_g
4,3,0,5,2,5,5,4,1,3,yu_g
5,4,0,5,3,5,5,5,1,5,yu_g
5,4,0,5,5,3,5,3,3,4,yu_g
4,2,0,5,3,4,3,3,2,4,yu_g
4,3,0,4,5,3,4,3,2,3,yu_g
3,3,0,1,3,4,3,3,1,3,yu_g
4,5,0,5,4,5,4,5,2,5,yu_g
4,4,0,5,3,5,4,5,3,5,yu_g
4,5,0,5,3,4,5,4,2,5,yu_g
3,3,0,3,4,3,4,3,1,2,yu_g
4,3,0,5,4,4,5,4,3,5,yu_g
4,3,0,5,3,4,5,4,3,4,yu_g
4,4,0,5,4,5,4,4,1,3,yu_g
5,5,0,5,5,5,5,5,5,5,yu_g
4,4,0,4,3,4,4,3,3,4,yu_g
3,3,0,5,4,4,4,3,3,5,yu_g
1,2,0,5,3,3,5,5,2,5,yu_g
3,3,0,3,3,5,4,4,1,3,yu_g
4,4,0,3,5,4,4,3,1,4,yu_g
5,5,0,5,5,5,5,5,3,5,yu_g
4,4,0,5,4,5,5,4,1,4,yu_g
3,3,0,4,4,3,5,3,1,3,yu_g
5,4,0,3,4,5,4,5,2,5,yu_g
5,5,0,5,5,5,5,5,5,5,yu_g
3,4,0,1,3,2,3,3,1,3,yu_g
3,3,0,3,3,3,4,4,1,3,yu_g
4,3,0,5,3,4,4,3,2,4,yu_g
4,4,0,5,4,4,5,4,3,4,yu_g
4,5,0,5,3,3,5,5,2,5,yu_g
5,3,0,5,3,3,4,4,4,3,yu_g
3,4,0,5,5,4,5,5,2,5,yu_g
3,1,0,3,4,3,2,2,1,3,yu_g
3,4,0,5,4,3,5,4,3,5,yu_g
3,3,0,5,3,3,4,4,3,3,yu_g
4,5,0,5,4,5,5,5,2,5,yu_g
5,4,0,5,4,3,5,5,2,5,yu_g
3,3,0,5,3,4,5,3,2,3,yu_g
3,1,0,1,4,4,1,1,1,1,yu_g
3,2,0,5,4,4,3,3,4,3,yu_g
3,3,0,5,5,4,4,5,4,5,yu_g
4,3,0,5,4,3,4,2,1,3,yu_g
5,4,0,5,5,5,4,3,1,3,yu_g
5,5,0,5,4,5,5,4,2,4,yu_g
4,4,0,5,4,4,4,4,2,4,yu_g
4,3,0,5,3,3,3,2,1,2,yu_g
5,5,0,1,4,5,5,5,3,5,yu_g
4,3,0,5,5,5,4,4,1,4,yu_g
5,4,0,5,3,4,5,2,1,3,yu_g
4,5,0,5,5,5,5,4,4,4,yu_g
1,1,1,1,2,1,1,1,1,1,yu_k
3,3,3,3,3,3,3,1,3,1,yu_k
4,5,4,3,3,4,3,2,2,4,yu_k
5,5,3,5,5,4,5,5,5,5,yu_k
1,1,2,1,1,1,1,2,3,1,yu_k
3,3,1,3,4,2,2,3,3,2,yu_k
3,2,1,2,2,2,4,3,4,2,yu_k
3,2,1,2,4,1,5,2,4,1,yu_k
1,1,1,1,1,1,1,1,1,1,yu_k
1,1,1,1,1,1,1,1,1,1,yu_k
3,4,4,5,4,2,4,4,5,4,yu_k
1,1,1,1,1,1,1,1,1,1,yu_k
2,3,2,3,4,4,3,3,3,3,yu_k
1,3,2,1,3,3,1,1,3,1,yu_k
2,5,2,4,2,5,4,5,5,3,yu_k
1,1,1,1,3,1,4,3,5,1,yu_k
5,5,4,5,5,5,5,3,3,4,yu_k
2,3,3,4,3,3,4,4,4,2,yu_k
4,4,4,5,4,5,4,5,4,5,yu_k
2,4,1,1,5,2,3,4,2,5,yu_k
1,1,1,1,4,2,3,2,2,1,yu_k
1,1,1,1,2,2,2,2,2,1,yu_k
2,3,3,3,4,3,4,4,4,2,yu_k
2,3,1,2,2,3,2,4,3,2,yu_k
5,3,2,3,4,3,4,3,3,2,yu_k
3,4,3,3,5,5,5,2,3,2,yu_k
2,3,2,4,5,3,5,4,5,4,yu_k
2,3,3,4,4,3,4,2,4,3,yu_k
2,1,1,3,3,1,5,2,5,1,yu_k
5,5,4,4,5,3,3,4,4,3,yu_k
1,1,2,1,2,1,2,2,3,1,yu_k
4,4,4,4,3,4,4,5,5,5,yu_k
4,4,4,4,3,4,5,3,5,3,yu_k
1,1,2,1,1,1,2,1,3,1,yu_k
1,2,1,2,3,1,2,2,1,2,yu_k
3,3,3,3,2,2,3,3,4,3,yu_k
2,1,1,1,3,1,1,1,1,1,yu_k
1,4,2,2,3,1,2,3,3,1,yu_k
3,1,1,1,2,1,1,1,1,2,yu_k
1,1,1,1,1,1,1,1,1,1,yu_k
3,2,2,1,2,3,4,3,2,2,yu_k
2,2,3,1,2,2,3,2,3,2,yu_k
3,4,3,3,4,3,5,3,5,2,yu_k
1,2,2,1,1,2,1,1,3,1,yu_k
4,5,4,4,4,4,5,5,4,4,yu_k
2,4,1,4,1,3,4,5,5,2,yu_k
5,5,5,5,1,5,5,5,5,5,yu_k
5,5,5,5,5,5,5,5,5,5,yu_k
4,5,5,5,4,5,5,5,3,4,yu_k
5,5,5,5,5,5,5,5,5,5,yu_k
5,5,3,5,5,5,5,5,5,5,yu_k
5,5,5,5,5,5,5,5,5,5,yu_k
4,4,1,2,3,4,5,5,3,2,yu_k
2,3,1,2,1,2,2,4,1,3,yu_k
5,5,3,5,4,5,5,3,5,2,yu_k
2,2,1,1,3,1,1,4,2,2,yu_k
2,3,2,3,3,2,4,5,4,4,yu_k
2,3,2,3,3,3,4,3,2,2,yu_k
1,1,1,1,1,3,3,3,3,3,yu_k
2,4,1,3,2,4,4,3,2,2,yu_k
4,2,2,2,3,1,4,2,3,1,yu_k
5,5,5,5,5,5,5,5,5,5,yu_k
5,4,4,5,5,4,5,5,5,5,yu_k
5,5,4,5,5,4,4,4,5,5,yu_k
5,5,5,5,5,5,5,5,5,5,yu_k
2,3,2,4,2,4,3,3,3,3,yu_k
3,3,2,3,4,3,3,3,2,2,yu_k
3,2,1,1,4,2,2,1,2,1,yu_k
1,2,1,4,3,1,2,2,2,3,yu_k
4,5,4,5,4,4,5,4,4,5,yu_k
5,5,3,5,4,5,5,2,4,5,yu_k
2,4,1,2,2,4,2,2,2,3,yu_k
5,4,3,3,3,5,4,3,4,2,yu_k
2,1,1,1,3,2,1,1,3,1,yu_k
1,2,1,2,2,1,2,1,1,1,yu_k
5,5,4,5,5,4,5,4,4,5,yu_k
3,3,3,4,3,4,3,5,4,4,yu_k
3,4,3,3,3,3,4,3,4,3,yu_k
3,5,3,5,4,3,4,5,4,4,yu_k
4,5,4,4,5,5,4,5,5,5,yu_k
5,5,5,5,5,5,5,5,5,5,yu_k
5,5,5,5,5,5,5,5,5,5,yu_k
3,4,4,4,4,4,4,5,3,5,yu_k
5,5,5,5,5,4,5,5,5,5,yu_k
2,2,4,1,4,3,3,1,2,1,yu_k
3,3,2,2,3,2,4,3,3,1,yu_k
3,5,2,3,3,2,5,3,4,4,yu_k
3,3,1,3,2,3,2,3,2,2,yu_k
3,4,3,4,3,4,3,3,3,4,yu_k
2,2,2,2,3,2,2,3,3,4,yu_k
3,5,4,2,1,4,2,3,3,3,yu_k
2,3,3,2,2,1,3,3,3,4,yu_k
1,3,2,1,4,2,4,3,3,1,yu_k
5,5,5,5,5,5,5,5,5,5,yu_k
4,3,3,4,5,4,4,3,4,4,yu_k
3,5,4,5,5,5,4,5,3,5,yu_k
4,2,1,3,3,1,1,4,2,3,yu_k
2,2,3,1,5,1,2,1,1,2,yu_k
5,5,5,5,5,5,5,4,4,5,yu_k
3,3,3,1,3,2,2,3,3,3,yu_k
5,5,2,5,5,5,5,5,5,5,yu_k
4,5,4,5,5,5,5,5,4,5,yu_k
3,4,3,3,3,3,3,2,3,2,yu_k
4,3,2,4,3,3,3,1,3,1,yu_k
4,5,5,5,5,4,5,5,5,5,yu_k
4,4,3,4,4,3,4,4,5,3,yu_k
4,3,4,3,5,4,4,3,5,3,yu_k
2,3,2,4,4,4,4,4,4,4,yu_k
5,5,4,5,5,4,4,3,4,3,yu_k
3,4,4,3,4,3,4,3,3,2,yu_k
5,4,3,5,5,5,5,5,5,5,yu_k
4,3,2,4,5,4,5,5,3,5,yu_k
4,4,3,4,5,3,3,4,3,3,yu_k
4,3,4,4,4,4,4,4,3,3,yu_k
4,3,3,1,5,5,3,2,2,2,yu_k
3,3,3,3,4,4,3,3,4,3,yu_k
4,4,4,4,4,4,3,3,4,3,yu_k
4,5,4,3,4,3,4,4,3,3,yu_k
5,5,4,5,3,5,4,4,4,4,yu_k
5,5,5,4,4,5,5,5,5,5,yu_k
4,4,4,4,3,4,4,3,4,4,yu_k
3,2,2,2,5,5,3,5,4,2,yu_k
5,5,4,5,5,3,5,4,4,4,yu_k
5,5,5,5,5,5,5,5,5,5,yu_k
4,3,3,4,4,3,3,1,2,1,yu_k
5,5,5,5,5,5,5,5,5,5,yu_k
4,4,4,4,4,4,5,4,3,4,yu_k
4,4,2,5,4,4,5,4,3,4,yu_k
5,5,5,5,5,5,5,5,5,5,yu_k
3,4,3,3,4,3,4,5,4,4,yu_k
